name,role,layer,src_type,n_elem,n_measured,sampled,rms_w,absmax_rel_mse,absmax_rms_err,absmax_max_abs_err,absmax_cos,absmax_sqnr_db
blk.21.ffn_up.weight,ffn_up,21,Q4_0,115605504,8000000,True,0.016979157668113348,0.15426599787927286,0.006655667866009163,0.05192974582314491,0.9282829853276028,8.117297872271434
blk.22.attn_k.weight,attn_k,22,Q4_0,22020096,8000000,True,0.017381592462559454,0.1570281766910038,0.006822097868306628,0.06058470159769058,0.9271675592649512,8.04022412027257
blk.22.attn_output.weight,attn_o,22,Q4_0,44040192,8000000,True,0.015364356996337565,0.15002882239025375,0.0059406557161333275,0.0563812255859375,0.9301338707968164,8.238252995937096
blk.22.attn_q.weight,attn_q,22,Q4_0,44040192,8000000,True,0.017062289775780448,0.15889866355624419,0.006685450434318057,0.07789462059736252,0.9265034974036975,7.988797554835539
blk.22.attn_v.weight,attn_v,22,Q4_0,22020096,8000000,True,0.018298293083546746,0.1732703095031642,0.007582374878848801,0.11124688386917114,0.9211987527400664,7.612758488477127
blk.22.ffn_down.weight,ffn_down,22,Q4_0,115605504,8000000,True,0.012596167646868921,0.1581424482626428,0.005026057954698978,0.04443359375,0.9268528970827761,8.00951542010469
blk.22.ffn_gate.weight,ffn_gate,22,Q4_0,115605504,8000000,True,0.017416884680914426,0.15374908389241362,0.006848947409098809,0.06380816921591759,0.9284915502929157,8.131874632706264
blk.22.ffn_up.weight,ffn_up,22,Q4_0,115605504,8000000,True,0.017620518894587312,0.15421260896853425,0.006939621826321452,0.0562572255730629,0.928288939473063,8.118801153798605
blk.23.attn_k.weight,attn_k,23,Q4_0,11010048,8000000,True,0.01741877580229985,0.17563178771456603,0.007101452133616535,0.08654958009719849,0.9200798747430661,7.55396878067478
blk.23.attn_output.weight,attn_o,23,Q4_0,88080384,8000000,True,0.01237848367053202,0.1530967430819448,0.004838569827102085,0.04760226607322693,0.9289155451573741,8.150340482082356
blk.23.attn_q.weight,attn_q,23,Q4_0,88080384,8000000,True,0.01683289005774134,0.15517785698940575,0.006609976769922205,0.08960433304309845,0.9279842744534671,8.091702500455993
blk.23.ffn_down.weight,ffn_down,23,Q4_0,115605504,8000000,True,0.01328651745858665,0.15760242170004,0.005270312606069534,0.05192974582314491,0.9270413980318454,8.024371134779116
blk.23.ffn_gate.weight,ffn_gate,23,Q4_0,115605504,8000000,True,0.017248328765200525,0.15877210696319177,0.006908606564009025,0.07729972898960114,0.9265315899624347,7.992257919339901
blk.23.ffn_up.weight,ffn_up,23,Q4_0,115605504,8000000,True,0.017309888863695572,0.15777161146521324,0.006891202460050816,0.06058470159769058,0.9268990384373277,8.01971138598998
blk.24.attn_k.weight,attn_k,24,Q4_0,22020096,8000000,True,0.01723850478540106,0.1606693722350475,0.006906878536546437,0.06640216335654259,0.9258248286066759,7.940669031808652
blk.24.attn_output.weight,attn_o,24,Q4_0,44040192,8000000,True,0.015107583041080662,0.1500972966077372,0.005846691576864995,0.05377110838890076,0.9301777932559088,8.23627129734845
blk.24.attn_q.weight,attn_q,24,Q4_0,44040192,8000000,True,0.017007756167652658,0.15832611454712933,0.006880356534197039,0.07666015625,0.9267083993550727,8.004474460452236
blk.24.attn_v.weight,attn_v,24,Q4_0,22020096,8000000,True,0.017864125940136907,0.1554316380898498,0.007173412802931752,0.15089480578899384,0.9279163279804118,8.084605759512435
blk.24.ffn_down.weight,ffn_down,24,Q4_0,115605504,8000000,True,0.012672850824124515,0.15819164277598446,0.005007737075140861,0.05192974582314491,0.9266995381398563,8.00816463898677
blk.24.ffn_gate.weight,ffn_gate,24,Q4_0,115605504,8000000,True,0.01705851955274418,0.158026095468073,0.006773328841909828,0.08654958009719849,0.926799561664529,8.01271190374728
blk.24.ffn_up.weight,ffn_up,24,Q4_0,115605504,8000000,True,0.017212821882665163,0.15707013934887065,0.006817314243529591,0.0562572255730629,0.9271522594400572,8.03906370966638
blk.25.attn_k.weight,attn_k,25,Q4_0,22020096,8000000,True,0.017569356348466476,0.15718967498603947,0.007070353962413549,0.06491218507289886,0.927164476758988,8.03575984020876
blk.25.attn_output.weight,attn_o,25,Q4_0,44040192,8000000,True,0.015705965694576492,0.14994189307630834,0.0060861801692967295,0.0562572255730629,0.9302242880118197,8.240770103139392
blk.25.attn_q.weight,attn_q,25,Q4_0,44040192,8000000,True,0.017434512261295793,0.15702311036525926,0.006854950288110356,0.07783378660678864,0.9272610745868654,8.04036424243766
blk.25.attn_v.weight,attn_v,25,Q4_0,22020096,8000000,True,0.01817410455532287,0.1562868051665399,0.0072760238809167575,0.07789462059736252,0.927604105844126,8.060776866337672
blk.25.ffn_down.weight,ffn_down,25,Q4_0,115605504,8000000,True,0.012612722782230424,0.1582673477215267,0.004980808089632154,0.06491218507289886,0.9267268795066534,8.006086755803405
blk.25.ffn_gate.weight,ffn_gate,25,Q4_0,115605504,8000000,True,0.016875104191896525,0.15880165504430105,0.006741842190267062,0.12116940319538116,0.9265009745856897,7.9914497563145614
blk.25.ffn_up.weight,ffn_up,25,Q4_0,115605504,8000000,True,0.016961077892360586,0.15821281351696043,0.006757605469864118,0.09193570166826248,0.9267321507207574,8.007583462848793
blk.26.attn_k.weight,attn_k,26,Q4_0,22020096,8000000,True,0.01608339427851668,0.16221230324258756,0.0062293106414869955,0.06762286648154259,0.9252101040364871,7.899162091401069
blk.26.attn_output.weight,attn_o,26,Q4_0,44040192,8000000,True,0.014157955481293536,0.15034346084165007,0.005501677941868272,0.04760226607322693,0.9300850907472665,8.229154567031221
blk.26.attn_q.weight,attn_q,26,Q4_0,44040192,8000000,True,0.01591990553694043,0.1561536826861964,0.006012286164764994,0.07852043211460114,0.9275747715086055,8.064477690294664
blk.26.attn_v.weight,attn_v,26,Q4_0,22020096,8000000,True,0.016548952277534463,0.15700542186505265,0.006541934593381879,0.08903653174638748,0.9274044226243203,8.04085349849261
blk.26.ffn_down.weight,ffn_down,26,Q4_0,115605504,8000000,True,0.012153597243556427,0.15623264588104482,0.004759303165735648,0.04760226607322693,0.9274547462400549,8.062282121706
blk.26.ffn_gate.weight,ffn_gate,26,Q4_0,115605504,8000000,True,0.0160862368913408,0.15526493278804734,0.006336053903977243,0.06923966109752655,0.9279601310870239,8.08926620358621
blk.26.ffn_up.weight,ffn_up,26,Q4_0,115605504,8000000,True,0.016146209105644373,0.15438505178359382,0.006341728908677571,0.0672607421875,0.9282887418907327,8.113947522009132
blk.27.attn_k.weight,attn_k,27,Q4_0,22020096,8000000,True,0.016845891848665216,0.1646612549327567,0.006847039328428576,0.06479999050498009,0.9243223440495957,7.834085790235234
blk.27.attn_output.weight,attn_o,27,Q4_0,44040192,8000000,True,0.015016848214305498,0.1505077641488353,0.005818949807045127,0.06035366654396057,0.9300211474724708,8.224410958175026
blk.27.attn_q.weight,attn_q,27,Q4_0,44040192,8000000,True,0.01671874712919949,0.1581910644062247,0.006511723831227265,0.0687885507941246,0.92676549192681,8.008180517401707
blk.27.attn_v.weight,attn_v,27,Q4_0,22020096,8000000,True,0.01705362126880816,0.15848860673742465,0.006812486413790704,0.09788662940263748,0.9268037327077612,8.000019524299049
blk.27.ffn_down.weight,ffn_down,27,Q4_0,115605504,8000000,True,0.012379857100418496,0.15864002638375682,0.004915401727078916,0.05192974582314491,0.9265631912814926,7.995872265743181
blk.27.ffn_gate.weight,ffn_gate,27,Q4_0,115605504,8000000,True,0.01696128546228746,0.1584946458346412,0.006749634729389272,0.08654958009719849,0.926670761575343,7.999854042585055
blk.27.ffn_up.weight,ffn_up,27,Q4_0,115605504,8000000,True,0.01690023455281686,0.15873696804564402,0.006719012669302268,0.06923966109752655,0.9265599722949239,7.993219191898987
blk.28.attn_k.weight,attn_k,28,Q4_0,22020096,8000000,True,0.015812600965341116,0.1564507709709242,0.00605990051842725,0.0562572255730629,0.9274612083231518,8.056222923605933
blk.28.attn_output.weight,attn_o,28,Q4_0,44040192,8000000,True,0.01406899421591695,0.15251056854032258,0.005482685284473864,0.06187954545021057,0.9291991259095066,8.16700059925666
blk.28.attn_q.weight,attn_q,28,Q4_0,44040192,8000000,True,0.015807712704032403,0.15725797490602175,0.006203679452162151,0.06923966109752655,0.9272119096240472,8.033873212731063
blk.28.attn_v.weight,attn_v,28,Q4_0,22020096,8000000,True,0.015759360785328722,0.1678767687375962,0.006415591680241473,0.088531494140625,0.9233232291760589,7.750093986036074
blk.28.ffn_down.weight,ffn_down,28,Q4_0,115605504,8000000,True,0.012447766503393033,0.16429676578466754,0.0050432840348026975,0.06491218507289886,0.9244413048812482,7.843709856562166
blk.28.ffn_gate.weight,ffn_gate,28,Q4_0,115605504,8000000,True,0.01661861689701881,0.16107417705003396,0.006676950455290627,0.06923966109752655,0.9256402471552291,7.929740788457611
blk.28.ffn_up.weight,ffn_up,28,Q4_0,115605504,8000000,True,0.01675296392583178,0.16277836288152303,0.0067517834158405945,0.07789462059736252,0.9250434813417857,7.884033236830936
blk.29.attn_k.weight,attn_k,29,Q4_0,11010048,8000000,True,0.016845147311300195,0.17275006025075657,0.007087592586357578,0.0562572255730629,0.9212916422677693,7.625817924830459
blk.29.attn_output.weight,attn_o,29,Q4_0,88080384,8000000,True,0.013295354510740999,0.15532948297343604,0.00522014044794897,0.06491218507289886,0.9280868261214511,8.087461033351255
blk.29.attn_q.weight,attn_q,29,Q4_0,88080384,8000000,True,0.01681507398616357,0.15617539587321166,0.0070609078140429285,0.06624957546591759,0.9275580550349188,8.063873845313982
blk.29.ffn_down.weight,ffn_down,29,Q4_0,115605504,8000000,True,0.012364114714204563,0.16415614058994038,0.004963471808660561,0.05192974582314491,0.9244702013268958,7.847428669739518
blk.29.ffn_gate.weight,ffn_gate,29,Q4_0,115605504,8000000,True,0.01585078527370233,0.1599371060439554,0.0063396385264331695,0.08654958009719849,0.9261065442885296,7.960507665187792
blk.29.ffn_up.weight,ffn_up,29,Q4_0,115605504,8000000,True,0.016104279620902603,0.16324231181040202,0.006496981807381078,0.06195583939552307,0.9248790820736221,7.871672634491742
blk.30.attn_k.weight,attn_k,30,Q4_0,22020096,8000000,True,0.016712502191420363,0.16253299558182868,0.006662767257167354,0.06502887234091759,0.9251462921739056,7.890584602575293
blk.30.attn_output.weight,attn_o,30,Q4_0,44040192,8000000,True,0.014614394440116422,0.1508529915945675,0.0056437886717156,0.05745449662208557,0.9298662280739735,8.214460728265466
blk.30.attn_q.weight,attn_q,30,Q4_0,44040192,8000000,True,0.01675859695418592,0.15620955407817305,0.006719751658024928,0.0676422119140625,0.9275931231734909,8.06292407356679
blk.30.attn_v.weight,attn_v,30,Q4_0,22020096,8000000,True,0.017312003431885617,0.16753693481017942,0.007125937871477544,0.10230523347854614,0.9232847150811863,7.758894345018474
blk.30.ffn_down.weight,ffn_down,30,Q4_0,115605504,8000000,True,0.01304647120685533,0.15722879025546468,0.00513973382923526,0.04327479004859924,0.927178831819896,8.034679270990658
blk.30.ffn_gate.weight,ffn_gate,30,Q4_0,115605504,8000000,True,0.017667452876287723,0.15336448556828836,0.006913398712626623,0.0595703125,0.9286721638529218,8.142751978016983
blk.30.ffn_up.weight,ffn_up,30,Q4_0,115605504,8000000,True,0.017789409720616597,0.1541379863243193,0.007006575941484496,0.06058470159769058,0.928393032330811,8.120903189840371
blk.31.attn_k.weight,attn_k,31,Q4_0,22020096,8000000,True,0.01585724989793446,0.15648907000192963,0.006269926655438308,0.0562572255730629,0.9275145832293492,8.055159904090154
blk.31.attn_output.weight,attn_o,31,Q4_0,44040192,8000000,True,0.015203401120023668,0.1505020242215105,0.005857109932907352,0.06923966109752655,0.9300026506139296,8.224576588587079
blk.31.attn_q.weight,attn_q,31,Q4_0,44040192,8000000,True,0.01599469024890403,0.15367075551379714,0.0062130376723472415,0.06472369655966759,0.9286876524150113,8.13408773537468
blk.31.attn_v.weight,attn_v,31,Q4_0,22020096,8000000,True,0.01641290215422031,0.16134245446376005,0.006613244304274776,0.07199569046497345,0.9258475377435434,7.922513405258248
blk.31.ffn_down.weight,ffn_down,31,Q4_0,115605504,8000000,True,0.012862648538820999,0.15343882560949268,0.005003533212554115,0.05192974582314491,0.9286676886245473,8.140647341649963
blk.31.ffn_gate.weight,ffn_gate,31,Q4_0,115605504,8000000,True,0.017840526304561802,0.15277362915380358,0.0069700289237507925,0.06058470159769058,0.9289185847814108,8.159516045389799
blk.31.ffn_up.weight,ffn_up,31,Q4_0,115605504,8000000,True,0.017737764298979063,0.15335240703640582,0.006953507340070512,0.06491218507289886,0.9286921992361559,8.143094028935943
blk.32.attn_k.weight,attn_k,32,Q4_0,22020096,8000000,True,0.01618856507680543,0.16346800350542287,0.006355149703182379,0.06411334499716759,0.9247874879450415,7.86567241541353
blk.32.attn_output.weight,attn_o,32,Q4_0,44040192,8000000,True,0.01489080875146471,0.15016663021986446,0.005735023777076554,0.06058470159769058,0.9301689633719675,8.234265648117749
blk.32.attn_q.weight,attn_q,32,Q4_0,44040192,8000000,True,0.016263835654854033,0.15616338496709875,0.006330154020943893,0.06491218507289886,0.9276459883934987,8.064207858928047
blk.32.attn_v.weight,attn_v,32,Q4_0,22020096,8000000,True,0.016906766458678817,0.15759450203451106,0.006809962943949696,0.06747027859091759,0.927211564194491,8.024589377203421
blk.32.ffn_down.weight,ffn_down,32,Q4_0,115605504,8000000,True,0.013130844396507253,0.15218876891738686,0.0050869260266712575,0.04327479004859924,0.9291940673855703,8.176173960357247
blk.32.ffn_gate.weight,ffn_gate,32,Q4_0,115605504,8000000,True,0.017738992244952363,0.15250811751733434,0.006919668638688789,0.06495257839560509,0.9290117845321696,8.167070396013873
blk.32.ffn_up.weight,ffn_up,32,Q4_0,115605504,8000000,True,0.017966526342472384,0.1530837635404511,0.00703585694335622,0.06923966109752655,0.9287804682363436,8.150708692541858
blk.33.attn_k.weight,attn_k,33,Q4_0,22020096,8000000,True,0.015488714846105367,0.16302562688808536,0.0061412990894460055,0.06058470159769058,0.9249176468000049,7.877441211096898
blk.33.attn_output.weight,attn_o,33,Q4_0,44040192,8000000,True,0.014918902836600778,0.1506639160012991,0.005758685617775398,0.06518146023154259,0.9299527147404129,8.219907487336929
blk.33.attn_q.weight,attn_q,33,Q4_0,44040192,8000000,True,0.015613425909071148,0.1554651980566111,0.006150173045409024,0.06142178177833557,0.9278849829014041,8.083668155346722
blk.33.attn_v.weight,attn_v,33,Q4_0,22020096,8000000,True,0.016147388199263125,0.15553068279358218,0.006158838909064315,0.06170654296875,0.9279703456959635,8.08183921405927
blk.33.ffn_down.weight,ffn_down,33,Q4_0,115605504,8000000,True,0.012633977432104848,0.1519858921288276,0.004903686445388293,0.04760226607322693,0.9292298659401026,8.181967229430985
blk.33.ffn_gate.weight,ffn_gate,33,Q4_0,115605504,8000000,True,0.01652512347759614,0.15349491616763508,0.006433864306756095,0.07354005426168442,0.9286621100180803,8.139060040102844
blk.33.ffn_up.weight,ffn_up,33,Q4_0,115605504,8000000,True,0.016492250917480408,0.1531539550147597,0.006452587096463153,0.0562572255730629,0.9288443658828804,8.14871783585402
blk.34.attn_k.weight,attn_k,34,Q4_0,22020096,8000000,True,0.016523843513411386,0.15682235780136589,0.0064283485745060195,0.06058470159769058,0.9273387835390672,8.045920208762555
blk.34.attn_output.weight,attn_o,34,Q4_0,44040192,8000000,True,0.015442480545359853,0.15119521440470915,0.005970238757295532,0.07789462059736252,0.9297240025555772,8.20461954803853
blk.34.attn_q.weight,attn_q,34,Q4_0,44040192,8000000,True,0.016676480662495403,0.15291682885119157,0.00636726063676399,0.06655475124716759,0.9289610086067566,8.15544716843886
blk.34.attn_v.weight,attn_v,34,Q4_0,22020096,8000000,True,0.01718335304066878,0.16433492482626058,0.0069331260687239245,0.0723743662238121,0.9245933136196329,7.84270129520022
blk.34.ffn_down.weight,ffn_down,34,Q4_0,115605504,8000000,True,0.01194322527734302,0.15261371678928584,0.004636179623488019,0.04327479004859924,0.92891032839957,8.164064306132644
blk.34.ffn_gate.weight,ffn_gate,34,Q4_0,115605504,8000000,True,0.017013273200638106,0.1538522183164682,0.0066972443051654075,0.06104031205177307,0.9284704535774132,8.128962375013078
blk.34.ffn_up.weight,ffn_up,34,Q4_0,115605504,8000000,True,0.016996384680406623,0.15267474904236242,0.006634599841724432,0.06491218507289886,0.9290160510090981,8.162327851988515
blk.35.attn_k.weight,attn_k,35,Q4_0,11010048,8000000,True,0.01671427875389668,0.16976959373338582,0.006709570589158421,0.05575475096702576,0.9225059138639171,7.701400906308659
blk.35.attn_output.weight,attn_o,35,Q4_0,88080384,8000000,True,0.012584221441173606,0.15314453121239188,0.004924481634244451,0.06923966109752655,0.9289580587600359,8.14898507226244
blk.35.attn_q.weight,attn_q,35,Q4_0,88080384,8000000,True,0.01682233661931875,0.15541910313000284,0.006845202334524482,0.0721282958984375,0.9278938138462643,8.084956015321637
blk.35.ffn_down.weight,ffn_down,35,Q4_0,115605504,8000000,True,0.012002897719611886,0.1528169872897849,0.004651047969540679,0.04760226607322693,0.9288637013063514,8.15828366466111
blk.35.ffn_gate.weight,ffn_gate,35,Q4_0,115605504,8000000,True,0.017009435716861417,0.1573172054983856,0.0067553482366315525,0.08654958009719849,0.9271688905192295,8.032237767767198
blk.35.ffn_up.weight,ffn_up,35,Q4_0,115605504,8000000,True,0.016927073729736165,0.15442047810920123,0.006648456115022096,0.0562572255730629,0.9283262490795758,8.112951072379605
blk.36.attn_k.weight,attn_k,36,Q4_0,22020096,8000000,True,0.015324354774014918,0.16083847936889173,0.006054421422271369,0.05192974582314491,0.9258189790150371,7.936100415428966
blk.36.attn_output.weight,attn_o,36,Q4_0,44040192,8000000,True,0.01482392674458663,0.15025597875139501,0.005722730620089041,0.06636842340230942,0.9301494899563625,8.231682382132085
blk.36.attn_q.weight,attn_q,36,Q4_0,44040192,8000000,True,0.015579995310272857,0.1559300817579576,0.006000844263092316,0.0693989023566246,0.9277240127774882,8.070700933985158
blk.36.attn_v.weight,attn_v,36,Q4_0,22020096,8000000,True,0.015713210522096715,0.16549895335287418,0.006364709483757873,0.0673370361328125,0.9242980477720197,7.812047484411844
blk.36.ffn_down.weight,ffn_down,36,Q4_0,115605504,8000000,True,0.012567522745919737,0.1540463163498686,0.00489313202708345,0.04760226607322693,0.9284252071703929,8.123486823392687
blk.36.ffn_gate.weight,ffn_gate,36,Q4_0,115605504,8000000,True,0.016221666793971322,0.15704452517611805,0.0064311246402430425,0.08654958009719849,0.9272923110716068,8.039771992033675
blk.36.ffn_up.weight,ffn_up,36,Q4_0,115605504,8000000,True,0.016329734101072736,0.15695522436408596,0.006455450792320704,0.07789462059736252,0.9273501061847957,8.042242239286892
blk.37.attn_k.weight,attn_k,37,Q4_0,22020096,8000000,True,0.016323638568657105,0.1678425891686228,0.006405015061112136,0.07281494140625,0.9231684497301366,7.750978295975354
blk.37.attn_output.weight,attn_o,37,Q4_0,44040192,8000000,True,0.015313624623545196,0.15056828550183166,0.005949135716348352,0.0671844482421875,0.9300483326609822,8.222664948153426
blk.37.attn_q.weight,attn_q,37,Q4_0,44040192,8000000,True,0.01650914485064703,0.1561033762036278,0.006161355645409614,0.12116940319538116,0.9276644633526268,8.065877039154877
blk.37.attn_v.weight,attn_v,37,Q4_0,22020096,8000000,True,0.016683373707021904,0.15961253069961626,0.006399714125252896,0.084686279296875,0.9264591194788615,7.969330164935972
blk.37.ffn_down.weight,ffn_down,37,Q4_0,115605504,8000000,True,0.011832884135654574,0.15294439343561425,0.004597804642533562,0.03894731029868126,0.9288089284754419,8.154664385524855
blk.37.ffn_gate.weight,ffn_gate,37,Q4_0,115605504,8000000,True,0.01643588883290297,0.15366113475435497,0.006461077535288729,0.06923966109752655,0.9285756111493043,8.134359639649578
blk.37.ffn_up.weight,ffn_up,37,Q4_0,115605504,8000000,True,0.016417625778357956,0.15344858610816156,0.006435152606672199,0.06058470159769058,0.9287291841009471,8.140371088499649
blk.38.attn_k.weight,attn_k,38,Q4_0,22020096,8000000,True,0.01628586116200486,0.16127589637465917,0.006504596649350047,0.06491218507289886,0.9256547000256894,7.9243053560978405
blk.38.attn_output.weight,attn_o,38,Q4_0,44040192,8000000,True,0.015261299129492102,0.1502159486956237,0.00586071893643277,0.0681781992316246,0.930135372645319,8.232839550629144
blk.38.attn_q.weight,attn_q,38,Q4_0,44040192,8000000,True,0.0165067331907917,0.15807165743861532,0.006515518178638984,0.0658111572265625,0.9269180918662793,8.01145992948639
blk.38.attn_v.weight,attn_v,38,Q4_0,22020096,8000000,True,0.01643376836435685,0.1621971333103338,0.006635106501789526,0.07430299371480942,0.9255520262691814,7.8995682582464894
blk.38.ffn_down.weight,ffn_down,38,Q4_0,115605504,8000000,True,0.012458094610906705,0.15579361787361984,0.004900576362795475,0.06923966109752655,0.9277645299925532,8.074503372863113
blk.38.ffn_gate.weight,ffn_gate,38,Q4_0,115605504,8000000,True,0.01599575563905835,0.15513721327420782,0.0062949199456363205,0.07789462059736252,0.9280002446226613,8.092840140424329
blk.38.ffn_up.weight,ffn_up,38,Q4_0,115605504,8000000,True,0.015955146834763706,0.15518753478690445,0.006298862245946564,0.07789462059736252,0.9280733017726387,8.09143165749712
blk.39.attn_k.weight,attn_k,39,Q4_0,22020096,8000000,True,0.015760107514577206,0.15753480861944422,0.006146441931620287,0.058563232421875,0.9270970196993253,8.026234703119044
blk.39.attn_output.weight,attn_o,39,Q4_0,44040192,8000000,True,0.014384440604322306,0.15041270408267743,0.005561421958829852,0.05369481444358826,0.9300282286671997,8.227154810316264
blk.39.attn_q.weight,attn_q,39,Q4_0,44040192,8000000,True,0.01603276906615416,0.15776264238872487,0.0062943922834490275,0.06134548783302307,0.9270262847631364,8.019958282824803
blk.39.attn_v.weight,attn_v,39,Q4_0,22020096,8000000,True,0.01627155750759136,0.158461581542976,0.006360400497980247,0.06434222683310509,0.9268695977016933,8.000760138646909
blk.39.ffn_down.weight,ffn_down,39,Q4_0,115605504,8000000,True,0.012089592787463362,0.15369434926930714,0.004700963637123643,0.04327479004859924,0.9285522409208832,8.133420994896595
blk.39.ffn_gate.weight,ffn_gate,39,Q4_0,115605504,8000000,True,0.016573631455380922,0.15632904192576924,0.006431719910177669,0.06491218507289886,0.927614083150703,8.05960333711649
blk.39.ffn_up.weight,ffn_up,39,Q4_0,115605504,8000000,True,0.016581597493979066,0.15630500044818954,0.0065346331536818335,0.06491218507289886,0.9276283866273951,8.060271279800592
blk.40.attn_k.weight,attn_k,40,Q4_0,22020096,8000000,True,0.0171203914557984,0.15903767432817614,0.00675348487549816,0.0668812021613121,0.9266520661404908,7.984999837630646
blk.40.attn_output.weight,attn_o,40,Q4_0,44040192,8000000,True,0.014922990452196108,0.15101576470762915,0.005770965854600666,0.05598363280296326,0.929790016374923,8.209777138448345
blk.40.attn_q.weight,attn_q,40,Q4_0,44040192,8000000,True,0.017236742476585215,0.15741179861385987,0.006791675442339139,0.09520453214645386,0.9272181677379923,8.029627187313743
blk.40.attn_v.weight,attn_v,40,Q4_0,22020096,8000000,True,0.017172594295974966,0.16177237892405658,0.006989664248043154,0.0710010752081871,0.9255307861182684,7.910956279949559
blk.40.ffn_down.weight,ffn_down,40,Q4_0,115605504,8000000,True,0.011934657514842373,0.15748799321868423,0.004698876145662978,0.04327479004859924,0.9270831616928998,8.027525509387619
blk.40.ffn_gate.weight,ffn_gate,40,Q4_0,115605504,8000000,True,0.01733042650348018,0.16047405052939584,0.0070233428148256645,0.07354005426168442,0.9259097038137614,7.9459518520943595
blk.40.ffn_up.weight,ffn_up,40,Q4_0,115605504,8000000,True,0.01721888520615885,0.1566037815337099,0.006833155387380431,0.08654958009719849,0.9274980016495513,8.051977551810463
blk.41.attn_k.weight,attn_k,41,Q4_0,11010048,8000000,True,0.016966120732711632,0.18186018265429374,0.007114221319345492,0.05699673295021057,0.917996449882212,7.402623770576419
blk.41.attn_output.weight,attn_o,41,Q4_0,88080384,8000000,True,0.013456023602392895,0.1558823453207837,0.005298055677352287,0.05346593260765076,0.9279142081165728,8.072030686721861
blk.41.attn_q.weight,attn_q,41,Q4_0,88080384,8000000,True,0.01699928980370144,0.15664720283260714,0.006669662100702482,0.0723743662238121,0.9275761954783082,8.050773556830714
blk.41.ffn_down.weight,ffn_down,41,Q4_0,115605504,8000000,True,0.01219694141107102,0.1558692506556298,0.0047828285592443785,0.0562572255730629,0.927676883462988,8.072395524682307
blk.41.ffn_gate.weight,ffn_gate,41,Q4_0,115605504,8000000,True,0.016637974033445423,0.1571893518559308,0.00662851378552855,0.07789462059736252,0.927184653413985,8.035768767879576
blk.41.ffn_up.weight,ffn_up,41,Q4_0,115605504,8000000,True,0.016607994722839102,0.15450006189677795,0.006524809483862949,0.06923966109752655,0.9282663805855034,8.11071342249349
blk.42.attn_k.weight,attn_k,42,Q4_0,22020096,8000000,True,0.016631218218980427,0.16335561217215075,0.0066607954283706755,0.07270082086324692,0.9249525598310423,7.868659405057885
blk.42.attn_output.weight,attn_o,42,Q4_0,44040192,8000000,True,0.015082833587105661,0.15057012220613059,0.005821184919420212,0.05692043900489807,0.9300060739464651,8.222611971148734
blk.42.attn_q.weight,attn_q,42,Q4_0,44040192,8000000,True,0.01662603413620402,0.16023495030107004,0.006505398595624998,0.0687885507941246,0.9260998631860266,7.952427500034003
blk.42.attn_v.weight,attn_v,42,Q4_0,22020096,8000000,True,0.01725870733396067,0.16376406391998322,0.007045669922264424,0.08340324461460114,0.9251134363196349,7.857813928899795
blk.42.ffn_down.weight,ffn_down,42,Q4_0,115605504,8000000,True,0.01278177129897254,0.15260630749889822,0.00497351719553751,0.0562572255730629,0.9290651854200187,8.164275158218006
blk.42.ffn_gate.weight,ffn_gate,42,Q4_0,115605504,8000000,True,0.017516960914787282,0.1524777032201882,0.006811346323218476,0.06923966109752655,0.9290705713719821,8.167936584575255
blk.42.ffn_up.weight,ffn_up,42,Q4_0,115605504,8000000,True,0.017523306504423214,0.15109244344635556,0.006808799333058089,0.0562572255730629,0.9296409885144746,8.207572553936936
blk.43.attn_k.weight,attn_k,43,Q4_0,22020096,8000000,True,0.016775648997229612,0.15876796552941505,0.006631072915708176,0.06586810573935509,0.9267585885275703,7.992371202795585
blk.43.attn_output.weight,attn_o,43,Q4_0,44040192,8000000,True,0.015037244898928041,0.14978529758572767,0.0058536465732203025,0.0562572255730629,0.9304763400744959,8.245308134106011
blk.43.attn_q.weight,attn_q,43,Q4_0,44040192,8000000,True,0.016670881343503155,0.15104056302493649,0.006539089410262455,0.0698566660284996,0.92976084373263,8.209064041492415
blk.43.attn_v.weight,attn_v,43,Q4_0,22020096,8000000,True,0.017258381569569853,0.1642531377785938,0.006786935948502166,0.07758363336324692,0.9253668897427243,7.84486325226858
blk.43.ffn_down.weight,ffn_down,43,Q4_0,115605504,8000000,True,0.012575510119988515,0.15174162048984868,0.004879745398228331,0.03894731029868126,0.9293743500212012,8.188952822988306
blk.43.ffn_gate.weight,ffn_gate,43,Q4_0,115605504,8000000,True,0.01778778191081562,0.15204631616526304,0.006903358212811557,0.07789462059736252,0.9292180262187476,8.180240976407267
blk.43.ffn_up.weight,ffn_up,43,Q4_0,115605504,8000000,True,0.017845396246721025,0.1507291845640601,0.006914561317528631,0.04760226607322693,0.9297827303974887,8.218026503529485
blk.44.attn_k.weight,attn_k,44,Q4_0,22020096,8000000,True,0.016790139001257184,0.15352696816587977,0.006579431365969693,0.06923966109752655,0.9287448582649402,8.1381532639587
blk.44.attn_output.weight,attn_o,44,Q4_0,44040192,8000000,True,0.015394311087072315,0.1490000577215112,0.005931227563978261,0.05927630886435509,0.9306920438700591,8.268135633452498
blk.44.attn_q.weight,attn_q,44,Q4_0,44040192,8000000,True,0.01655538535845232,0.15058822217790094,0.006505826075585344,0.0670337900519371,0.9298971264736053,8.222089938934218
